2.0, 130.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 1, ?, 9.5, 3, 4, 3, 3, 48, 82, 3, 13, 2, 18, 0, 1, 2, 0, 8, 8, 14, 2, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 17, 1, 1, 1, 1, 8, 8, 14, 1, 3
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 16, 1, 1, 1, 1, 8, 8, 14, 1, 4
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 16, 1, 1, 1, 1, 8, 8, 14, 1, 3
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 15, 1, 1, 1, 1, 8, 8, 14, 1, 4
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 15, 1, 1, 1, 1, 8, 8, 14, 1, 3
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 19, 1, 1, 1, 1, 8, 8, 14, 1, 4
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 19, 1, 1, 1, 1, 8, 8, 14, 1, 3
?, ?, 7, 7, 10, 7, 15, 17, 6, 5, 5, 5, ?, ?, 5, 6, 5, 6, 48, 88, 1, 13, 1, 20, 1, 1, 1, 1, 8, 8, 14, 1, 2
3.0, 11.0, 9, 7, 12, 7, 11, 12, 8, 5, 3, 1, 1.0, 1.0, 4, 5, 6, 3, 47, 81, 3, 13, 2, 20, 0, 1, 0, 0, 3, 7, 11, 0, 5
3.0, 11.0, 9, 7, 12, 7, 11, 12, 8, 5, 3, 1, 1.0, 1.0, 4, 5, 6, 3, 47, 81, 3, 13, 2, 20, 0, 1, 0, 0, 3, 7, 11, 0, 5
3.0, 4.0, 9, 7, 12, 7, 14, 11, 8, 5, 4, 2, 1.75, 16.82986, 6, 4, 6, 3, 47, 80, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
7.0, 14.0, 9, 7, 12, 7, 12, 9, 8, 5, 4, 4, 10.0, 10.0, 6, 4, 2, 2, 47, 78, 3, 13, 2, 20, 1, 1, 0, 0, 2, 6, 10, 0, 4
9.0, 104.0, 9, 7, 12, 7, 15, 8, 8, 5, 5, 4, ?, 19.95644, 6, 4, 3, 1, 47, 77, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
3.0, 4.0, 9, 7, 12, 7, 14, 11, 8, 5, 4, 2, 1.75, 16.82986, 6, 4, 6, 3, 47, 80, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 5
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
7.0, 0.0, 9, 7, 12, 7, 12, 15, 8, 5, 4, 1, 4.0, 23.922619, 4, 5, 2, 2, 47, 76, 3, 13, 2, 20, 1, 1, 0, 0, 2, 5, 9, 0, 4
14.0, 0.0, 9, 7, 12, 7, 9, 14, 8, 5, 4, 2, 4.0, 21.86111, 6, 4, 2, 2, 47, 75, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 8, 0, 4
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
2.0, 130.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 1, ?, 9.5, 3, 4, 3, 3, 48, 82, 3, 13, 2, 18, 0, 1, 2, 0, 8, 8, 14, 2, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
2.0, 130.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 1, ?, 9.5, 3, 4, 3, 3, 48, 82, 3, 13, 2, 18, 0, 1, 2, 0, 8, 8, 14, 2, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 12, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 4
7.0, 14.0, 9, 7, 12, 7, 12, 9, 8, 5, 4, 4, 10.0, 10.0, 6, 4, 2, 2, 47, 78, 3, 13, 2, 20, 1, 1, 0, 0, 2, 6, 10, 0, 4
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 12, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 4
3.0, 11.0, 9, 7, 12, 7, 11, 12, 8, 5, 3, 1, 1.0, 1.0, 4, 5, 6, 3, 47, 81, 3, 13, 2, 20, 0, 1, 0, 0, 3, 7, 11, 0, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
7.0, 0.0, 9, 7, 12, 7, 12, 15, 8, 5, 4, 1, 4.0, 23.922619, 4, 5, 2, 2, 47, 76, 3, 13, 2, 20, 1, 1, 0, 0, 2, 5, 9, 0, 4
9.0, 104.0, 9, 7, 12, 7, 15, 8, 8, 5, 5, 4, ?, 19.95644, 6, 4, 3, 1, 47, 77, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 3
3.0, 4.0, 9, 7, 12, 7, 14, 11, 8, 5, 4, 2, 1.75, 16.82986, 6, 4, 6, 3, 47, 80, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 5
3.0, 11.0, 9, 7, 12, 7, 11, 12, 8, 5, 3, 1, 1.0, 1.0, 4, 5, 6, 3, 47, 81, 3, 13, 2, 20, 0, 1, 0, 0, 3, 7, 11, 0, 5
7.0, 0.0, 9, 7, 12, 7, 12, 15, 8, 5, 4, 1, 4.0, 23.922619, 4, 5, 2, 2, 47, 76, 3, 13, 2, 20, 1, 1, 0, 0, 2, 5, 9, 0, 4
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 12, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 4
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 12, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 4
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
7.0, 0.0, 9, 7, 12, 7, 12, 15, 8, 5, 4, 1, 4.0, 23.922619, 4, 5, 2, 2, 47, 76, 3, 13, 2, 20, 1, 1, 0, 0, 2, 5, 9, 0, 4
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
3.0, 4.0, 9, 7, 12, 7, 14, 11, 8, 5, 4, 2, 1.75, 16.82986, 6, 4, 6, 3, 47, 80, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 5
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
9.0, 104.0, 9, 7, 12, 7, 15, 8, 8, 5, 5, 4, ?, 19.95644, 6, 4, 3, 1, 47, 77, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 14, 1, 1, 1, 1, 8, 8, 14, 1, 3
6.0, 1.0, 9, 7, 12, 7, 13, 15, 8, 5, 3, 3, 4.0, 4.2, 4, 5, 4, 5, 47, 85, 3, 13, 2, 20, 0, 1, 2, 0, 8, 8, 14, 2, 2
?, ?, 9, 7, 12, 7, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 44, 74, 3, 13, 2, 18, 1, 0, 2, 2, 8, 8, 14, 2, 2
?, ?, 9, 7, 12, 7, 15, 13, 8, 5, 5, 4, ?, 6.5, 5, 5, 5, 2, 47, 73, 3, 13, 2, 18, 0, 0, 0, 0, 4, 7, 14, 0, 2
?, ?, 9, 7, 12, 7, 15, 7, 8, 5, 5, 4, ?, 49.333332, 5, 2, 5, 3, 43, 72, 3, 13, 2, 18, 1, 0, 2, 2, 8, 8, 14, 2, 4
?, ?, 9, 7, 12, 7, 15, 9, 8, 5, 5, 1, ?, 1.85, 5, 3, 5, 1, 47, 71, 3, 13, 2, 18, 0, 0, 0, 0, 4, 7, 13, 0, 1
26.0, ?, 9, 7, 12, 7, 15, 17, 8, 5, 5, 5, ?, ?, 2, 6, 4, 6, 44, 74, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 4
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 14, 1, 1, 1, 1, 8, 8, 14, 1, 3
6.0, ?, 6, 6, 9, 6, 15, 17, 8, 5, 5, 5, ?, ?, 6, 6, 1, 6, 47, 70, 3, 13, 2, 18, 0, 0, 0, 0, 4, 7, 14, 0, 1
25.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 2, 3, 43, 72, 3, 13, 2, 18, 1, 0, 2, 2, 8, 8, 14, 2, 3
?, ?, 5, 6, 9, 6, 8, 16, 8, 5, 4, 4, 3.0, 3.0, 5, 4, 5, 3, 47, 69, 3, 13, 2, 18, 0, 0, 0, 0, 1, 7, 13, 0, 2
?, ?, 5, 7, 9, 5, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 42, 68, 3, 13, 2, 20, 1, 0, 0, 0, 2, 6, 13, 0, 4
?, ?, 5, 7, 9, 5, 8, 16, 8, 5, 2, 3, 13.5, 13.5, 5, 3, 5, 3, 47, 67, 3, 13, 2, 18, 1, 1, 0, 0, 2, 6, 14, 0, 2
?, ?, 5, 6, 9, 6, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 41, 66, 3, 13, 2, 20, 0, 0, 0, 0, 2, 7, 14, 0, 3
?, ?, 5, 6, 9, 6, 15, 15, 8, 5, 5, 1, ?, 6.4986978, 5, 5, 5, 3, 47, 65, 3, 13, 2, 20, 0, 0, 0, 0, 4, 7, 13, 0, 3
?, ?, 5, 6, 9, 6, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 40, 64, 3, 13, 2, 20, 0, 0, 0, 0, 6, 7, 14, 0, 2
?, ?, 5, 7, 9, 5, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 47, 63, 3, 13, 2, 20, 1, 0, 0, 0, 4, 7, 13, 0, 4
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 13, 1, 0, 1, 1, 8, 8, 14, 1, 5
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 12, 1, 1, 1, 1, 8, 8, 14, 1, 5
1.0, 488.0, 5, 5, 7, 5, 15, 11, 4, 4, 5, 0, ?, 6.0, 1, 4, 2, 1, 39, 62, 3, 13, 2, 20, 0, 0, 0, 0, 2, 5, 14, 0, 3
?, ?, 5, 5, 7, 5, 15, 17, 4, 4, 5, 5, ?, ?, 5, 6, 5, 6, 38, 61, 3, 13, 2, 20, 0, 0, 2, 0, 8, 8, 14, 2, 4
?, ?, 4, 5, 6, 7, 15, 17, 3, 4, 5, 5, ?, ?, 5, 6, 5, 6, 37, 88, 0, 13, 2, 20, 0, 0, 1, 1, 8, 8, 14, 1, 4

?, ?, 5, 7, 9, 4, 0, 3, 8, 3, 3, 1, 2.0, 2.0, 5, 3, 5, 3, 47, 24, 3, 13, 2, 20, 0, 0, 2, 0, 0, 8, 14, 0, 1
?, ?, 5, 7, 9, 5, 2, 13, 8, 5, 4, 4, 5.0, 5.5, 5, 5, 5, 2, 47, 35, 3, 13, 2, 20, 0, 0, 0, 0, 4, 5, 14, 0, 5
?, ?, 5, 7, 9, 5, 15, 11, 8, 5, 5, 0, ?, 6.0, 5, 4, 5, 1, 20, 62, 3, 13, 2, 20, 0, 0, 0, 0, 2, 5, 14, 0, 4
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 13, 1, 1, 1, 1, 8, 8, 14, 1, 5
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 13, 1, 1, 1, 1, 8, 8, 14, 1, 5
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 12, 1, 1, 1, 1, 8, 8, 14, 1, 5
?, ?, 5, 7, 8, 5, 15, 17, 5, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 10, 2, 13, 1, 1, 1, 1, 8, 8, 14, 1, 5
15.0, ?, 5, 7, 9, 5, 15, 17, 8, 5, 5, 5, ?, ?, 4, 6, 0, 6, 47, 43, 3, 13, 2, 20, 0, 0, 0, 0, 4, 6, 5, 0, 5
?, ?, 5, 6, 4, 6, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 5, 2, 5, 1, 0, 1, 1, 8, 8, 14, 1, 3
4.0, 3.0, 5, 7, 9, 5, 4, 16, 8, 5, 2, 4, 4.75, 5.0, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 0, 0, 0, 7, 7, 13, 0, 5
?, ?, 5, 7, 9, 5, 15, 10, 8, 5, 5, 1, ?, 12.8, 5, 0, 5, 3, 19, 23, 3, 13, 2, 20, 1, 0, 0, 2, 8, 5, 14, 0, 1
14.0, 113.0, 5, 6, 9, 6, 15, 8, 8, 5, 5, 4, ?, 19.95644, 6, 4, 3, 1, 47, 77, 3, 13, 2, 20, 0, 0, 0, 0, 4, 6, 13, 0, 4
?, ?, 5, 7, 9, 5, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 47, 43, 3, 13, 2, 20, 0, 0, 0, 0, 4, 6, 5, 0, 3
?, ?, 5, 7, 9, 5, 15, 17, 8, 5, 5, 5, ?, ?, 5, 6, 5, 6, 47, 22, 3, 13, 2, 20, 0, 0, 0, 0, 4, 7, 11, 0, 4
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 0
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
6.0, 126.0, 5, 6, 9, 6, 15, 7, 8, 5, 5, 4, ?, 49.333332, 3, 2, 3, 3, 43, 72, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 3
26.0, ?, 9, 7, 12, 7, 15, 17, 8, 5, 5, 5, ?, ?, 2, 6, 4, 6, 44, 74, 3, 13, 2, 18, 1, 1, 2, 2, 8, 8, 14, 2, 4
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
2.0, ?, 9, 7, 12, 7, 15, 17, 8, 5, 5, 5, ?, ?, 6, 6, 3, 6, 46, 86, 3, 13, 2, 18, 1, 1, 0, 0, 6, 7, 12, 0, 2
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 45, 88, 2, 11, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 3
2.0, 130.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 1, ?, 9.5, 3, 4, 3, 3, 48, 82, 3, 13, 2, 18, 0, 1, 2, 0, 8, 8, 14, 2, 3
?, ?, 8, 7, 11, 7, 15, 17, 7, 5, 5, 5, ?, ?, 5, 6, 5, 6, 49, 88, 2, 12, 2, 20, 1, 1, 1, 1, 8, 8, 14, 1, 4
0.0, 131.0, 9, 7, 12, 7, 15, 13, 8, 5, 5, 2, ?, 12.418011, 4, 4, 2, 4, 47, 83, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 4
7.0, 14.0, 9, 7, 12, 7, 12, 9, 8, 5, 4, 4, 10.0, 10.0, 6, 4, 2, 2, 47, 78, 3, 13, 2, 20, 1, 1, 0, 0, 2, 6, 10, 0, 4
7.0, 0.0, 9, 7, 12, 7, 12, 15, 8, 5, 4, 1, 4.0, 23.922619, 4, 5, 2, 2, 47, 76, 3, 13, 2, 20, 1, 1, 0, 0, 2, 5, 9, 0, 4
3.0, 4.0, 9, 7, 12, 7, 10, 10, 8, 5, 3, 1, 5.0, 21.75926, 3, 3, 6, 3, 44, 79, 3, 13, 2, 20, 1, 1, 2, 2, 8, 8, 14, 2, 5
9.0, 104.0, 9, 7, 12, 7, 15, 8, 8, 5, 5, 4, ?, 19.95644, 6, 4, 3, 1, 47, 77, 3, 13, 2, 20, 0, 1, 0, 0, 4, 6, 13, 0, 3
7.0, 14.0, 9, 7, 12, 7, 12, 9, 8, 5, 4, 4, 10.0, 10.0, 6, 4, 2, 2, 47, 78, 3, 13, 2, 20, 1, 1, 0, 0, 2, 6, 10, 0, 4
6.0, 1.0, 9, 7, 12, 7, 14, 16, 8, 5, 4, 4, 3.0, 3.75, 4, 5, 4, 5, 47, 87, 3, 13, 2, 20, 0, 1, 0, 0, 7, 7, 13, 0, 2
6.0, 1.0, 9, 7, 12, 7, 12, 14, 8, 5, 2, 4, 0.5, 2.20339, 6, 4, 4, 5, 47, 84, 3, 13, 2, 20, 0, 1, 0, 0, 5, 7, 13, 0, 2
